Ticker,Company Name,P/E (F2),PEG Ratio,Div. Yield %,Net Margin,Debt/Total Capital,Last Qtr EPS,Last Reported Qtr ,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),# of Analysts in Q0 Consensus,Q1 Consensus Est.,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),P/E (F1),P/E (Trailing 12 Months),F2 Consensus Est.,Exchange,Sector,Month of Fiscal Yr End,Industry,Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Next EPS Report Date ,% Change F1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),F0 Consensus Est.,F1 Consensus Est.,# of Analysts in Q2 Consensus,Market Cap 
SWN,Southwestern Energy Company,5.11,,0,0.33,68.93199,0.12,20171201,-3.36,7.83,-1.68,0.1,12,0.25,10,0.16,5.54,9.73,0.84,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,20,-14.29,-9.6,20180426,5.46,1.28,,0.4,0.77,9,2512.63
SWRAY,Swire Pacific Ltd.,13.8,,2.26,,19.356,,,,,,,,,,,16.64,,0.76,OTC,Transportation,12,Transportation - Airline,,,,20180315,1.61,,,0.46,0.63,,9491.08
SWSKF,SHOWA SHELL OIL,11.11,5.42,0,,,0.06,20170601,,,,,,,,,10.83,13.83,1.17,OTC,Oils-Energy,12,Oil and Gas - Integrated - International,,,,20180320,,,-66.67,1.01,1.2,,4899.05
SWTUY,SWEDISH ORPHAN,17.13,0.76,0,,7.7592,0.08,20170301,,5.88,0,0.14,1,0.18,1,0.19,21.36,,1.01,OTC,Medical,12,Medical - Biomedical and Genetics,,,,20180322,9.46,10.99,0,0.48,0.81,1,4714.38
SWX,Southwest Gas Corporation,18.9,,2.83,0.08,49.80799,1.58,20171201,0,0,0,1.5,2,1.73,1,0.25,19.46,19.37,3.7,NYSE,Utilities,12,Utility - Gas Distribution,5.33,50,19.11,20180514,0,0,,3.38,3.59,1,3368.25
SXI,Standex International Corporation,17.11,,0.7,0.06,33.928,1.12,20171201,,0,0,1.03,1,1.17,1,1.64,19.35,21.06,5.97,NYSE,Industrial Products,6,Manufacturing - General Industrial ,8.74,14.41,5.19,20180501,0,0,,4.39,5.28,1,1310.53
SXT,Sensient Technologies Corporation,17.45,2.2,1.83,0.07,41.48099,0.84,20171201,0,0,0,0.84,1,0.9,1,0.97,18.95,21.05,4.13,NYSE,Basic Materials,12,Chemical - Specialty,0,3.49,1.82,20180424,0,0,0,3.41,3.8,1,3107.49
SYF,Synchrony Financial,8.43,1.34,1.73,0.12,59.36999,0.7,20171201,0,-1.43,-0.7,0.63,8,0.77,8,0.81,10.24,13.23,4.11,NYSE,Finance,12,Financial - Miscellaneous Services,11.11,9.38,2.02,20180427,0.3,0.51,0,2.56,3.39,7,26356.72
SYK,Stryker Corporation,21.3,2.39,1.13,0.08,39.77099,1.96,20171201,-0.02,0.04,0.05,1.95,15,1.6,15,1.7,23.37,25.65,7.82,NYSE,Medical,12,Medical - Products,0.51,1.33,1.66,20180424,0,0,0,6.48,7.12,13,62359.16
SYKE,"Sykes Enterprises, Incorporated",13.59,1.56,0,0.02,25.666,0.47,20171201,20,-43.75,0,0.48,4,0.28,4,0.39,15.61,15.63,2.3,NSDQ,Business Services,12,Outsourcing,17.5,40.91,27.26,20180514,-0.62,,0,1.95,2,4,1341.02
SYMC,Symantec Corporation,15.13,1.93,1.09,-0.03,52.98199,0.49,20171201,-1.38,0,0,0.43,14,0.4,14,0.41,16.99,18.36,1.82,NSDQ,Computer and Technology,3,Computer - Software,11.36,-6.98,3.59,20180509,-0.29,-0.11,0,1.18,1.62,11,17117.17
SYNA,Synaptics Incorporated,9.76,0.75,0,0.03,39.22299,1.11,20171201,2.53,0.3,-1.57,1.1,8,0.9,7,1.25,11.29,10.45,4.91,NSDQ,Computer and Technology,6,Electronics - Semiconductors,1.83,6.19,3.89,20180426,-0.3,0.81,0,4.88,4.25,5,1654.56
SYNH,"INC Research Holdings, Inc.",13.07,1.06,0,-0.05,49.52999,0.7,20171201,0,-12.6,-3.66,0.56,3,0.53,6,0.62,15.56,16.47,3.13,NSDQ,Medical,12,Medical Services,25,-11.48,3.8,20180509,0.96,3.24,0,2.41,2.63,6,4272.26
SYNT,"Syntel, Inc.",14.18,1.96,0,0.18,,0.62,20171201,1.45,5.1,2.14,0.4,6,0.44,7,0.44,14.68,13.44,1.92,NSDQ,Computer and Technology,12,Computer - Services,58.97,24.39,24.48,20180419,2.13,-0.77,-25,1.87,1.86,6,2264.12
SYT,Syngenta AG,,,0,,24.66699,,,,,,,,,,,,,,NYSE,Basic Materials,12,Agriculture - Products,,,,20180321,,,0,,,,43002.48
SYX,Systemax Inc.,,,1.5,0.03,0,0.34,20171201,,,,,,,,,,22.61,,NYSE,Retail-Wholesale,12,Retail - Consumer Electronics,,,,20180503,,,,,,,1089.9
SYY,Sysco Corporation,16.55,1.99,2.43,0.02,78.62799,0.66,20171201,0,0,0,0.64,6,0.66,6,0.91,20.12,22.58,3.59,NYSE,Consumer Staples,6,Food - Miscellaneous,1.54,1.37,1.08,20180514,0,0,0,2.47,2.95,5,30991.54
SZEVY,Suez Environnement SA,,,3.56,,54.58499,,,,,,,,,,,11.8,,,OTC,Utilities,12,Utility - Water Supply,,,,20180321,0,,,0.49,0.61,,8832.73
SZGPY,Salzgitter AG,9.98,,0.43,,,0.03,20170601,,,,,,,,,9.25,,0.51,OTC,Basic Materials,12,Steel - Producers,,,,20180320,0,0,,0.34,0.55,,3058.94
SZKMY,SUZUKI MOTOR CP,12.33,1.77,0.42,0.05,20.867,4.23,20171201,0,0,,3.77,1,4.71,1,,12.54,,17.59,OTC,Auto-Tires-Trucks,3,Automotive - Foreign,12.2,,,,4.72,4.27,1.43,13.22,17.3,,23928.46
T,AT&T Inc.,10.44,2.56,5.4,0.18,47.00799,0.78,20171201,-0.72,1.23,2.35,0.65,19,0.87,16,0.9,10.66,12.14,3.55,NYSE,Computer and Technology,12,Wireless National,20,-1.33,6.36,20180424,2.56,2.91,0,2.92,3.48,14,227388.56
T.TRI,Thomson Reuters Corp.,18.76,2.41,3.29,0.12,28.391,0.77,20171201,0,0,0,0.72,5,0.56,4,0.57,21.67,15.92,2.75,TSX,Business Services,12,Technology Services,6.94,16.44,13.32,20180427,0,0,0,3.1,2.38,3,36702.25
TAC,TransAlta Corporation,,,2.26,-0.07,40.29999,-0.1,20171201,0,15.5,61.5,0,2,0.05,1,-0.01,47.62,,-0.01,NYSE,Utilities,12,Utility - Electric Power,-1100,-450,-412.5,20180504,19.7,97.63,,-0.16,0.12,1,1641.05
TAHO,"Tahoe Resources, Inc.",7.82,3.47,0,0.11,0.06091,-0.06,20171201,-33.33,,,-0.01,4,0.01,2,0.04,17.37,17.37,0.6,NYSE,Basic Materials,12,Mining - Silver,-500,-100,-108.33,20180501,-29.87,-13.04,0,0.3,0.27,1,1466.92
TAL,TAL Education Group,41.46,,0,,20.21299,0.09,20171101,0,0,0,0.12,1,0.1,1,0.2,64.95,38.97,0.94,NYSE,Consumer Discretionary,2,Schools,28.57,0,,20180426,0,0,,0.33,0.6,1,19050.95
TAP,Molson Coors Brewing  Company,14.61,1.81,2.01,0.1,44.09899,0.62,20171201,0,-0.2,0.38,0.56,6,0.84,6,1.98,15.79,18.59,5.57,NYSE,Consumer Staples,12,Beverages - Alcohol,10.71,0,-13.15,20180502,4.13,2.61,15.39,4.33,5.16,4,17548.41
TARO,Taro Pharmaceutical Industries Ltd.,11.81,,0,0.52,0,1.37,20171201,,,,,,2.22,1,,19.12,16.63,8.55,NYSE,Medical,3,Medical - Drugs,,,,20180528,,,,,5.28,,4047.5
TATYY,Tate & Lyle PLC,11.83,6.08,4.61,0.09,,,,,,,,,,,,11.56,,2.59,OTC,Consumer Staples,3,Food - Miscellaneous,,,,,0,0,0,2.49,2.65,,3566.65
TAWNF,Thai Airways International PCL,,,0,,,,,,,,,,,,,,,,OTC,Transportation,12,Transportation - Airline,,,,,,,,,,,1134.17
TBAKF,TED BAKER PLC,17.73,1.55,0,,,1.51,20170101,,,,,,,,,20.12,,2.14,OTC,Consumer Discretionary,1,Textile - Apparel,,,,20180508,0,0,0,1.68,1.89,,1691.36
TBI,"TrueBlue, Inc.",11.43,,0,0.02,17.35099,0.51,20171201,-0.7,0,0,0.47,3,0.21,3,0.53,12.46,15.81,2.41,NYSE,Business Services,12,Staffing Firms,8.51,3.45,21.74,20180507,0,0,,1.7,2.21,3,1129.96
TBPH,"Theravance Biopharma, Inc.",,,0,-18.55,66.01799,-1.64,20171201,-0.87,-716.67,-3.08,-1.16,2,-1.31,3,-1.17,,,-4.18,NSDQ,Medical,12,Medical - Drugs,-42.61,-4.1,-17.63,20180508,-13.18,5.78,,-4.85,-4.55,2,1462.84
TCBI,"Texas Capital Bancshares, Inc.",13.89,1.29,0,0.21,59.18999,1.19,20171201,1.28,-0.4,0,1.18,9,1.37,9,1.48,15.52,23.08,6.78,NSDQ,Finance,12,Banks - Southwest,2.59,0.9,-0.6,20180418,-0.07,0,0,4.04,6.07,8,4675.6
TCEHY,Tencent Holding Ltd.,32.55,1.55,0.12,,31.22699,0.26,20170901,0,0,0,0.28,2,0.31,1,0.32,42.06,64.92,1.84,OTC,Computer and Technology,12,Internet - Services,0,8.7,,20180328,0,0,0,1.06,1.42,1,567397.75
TCF,TCF Financial Corporation,13.01,1.67,2.57,0.18,31.79199,0.33,20171201,0,-0.54,0.51,0.35,9,0.37,10,0.44,13.75,19.43,1.79,NYSE,Finance,12,Banks - Midwest,-5.71,-6.45,-1.5,20180423,0.27,0.04,0,1.25,1.7,9,3986.84
TCKGY,THOMAS COOK GRP,8.27,,0.46,0,80.583,,,,,,,,,,,9.87,,0.37,OTC,Consumer Discretionary,9,Leisure and Recreation Services,,,,,0,0,,0.27,0.31,,2349.85
TCO,"Taubman Centers, Inc.",14.65,3.37,4.59,0.13,,1.03,20171201,-0.11,-0.18,-0.71,1.02,12,0.94,10,0.89,15.08,15.68,3.9,NYSE,Finance,12,REIT and Equity Trust - Retail,0.98,-6.74,0,20180426,0.13,-0.57,33.83,3.69,3.79,9,3476.1
TCP,"TC PipeLines, LP",12.44,2.25,9.98,0.6,68.772,0.77,20171201,-3.3,-2.05,-3.2,0.76,3,1.08,4,0.71,12.83,12.69,3.22,NYSE,Oils-Energy,12,Oil and Gas - Production Pipeline - MLB,-1.28,-4.69,-0.05,20180503,-1.14,4.9,-5,3.14,3.12,3,2858.66
TCYMF,Tingyi Cayman Islands Holdings Corp.,,,0,,17.995,,,,,,,,,,,,,,OTC,Consumer Staples,12,Food - Miscellaneous,,,,,,,,,,,11457.92
TD,Toronto Dominion Bank (The),11.19,1.15,3.35,0.23,9.3169,1.23,20180101,2.87,5.02,3.78,1.16,4,1.16,4,1.24,12.05,13.07,5.21,NYSE,Finance,10,Banks - Foreign,5.13,-1.8,4.4,20180524,3.11,3.77,8.49,4.39,4.84,3,107536.8
TDC,Teradata Corporation,24.68,9.28,0,-0.03,41.70999,0.58,20171201,2.23,0,0,0.51,8,0.17,8,0.32,27.85,30.92,1.72,NYSE,Computer and Technology,12,Computer- Storage Devices,16,38.1,8.41,20180426,0.66,0,0,1.28,1.52,6,5167.92
TDG,Transdigm Group Incorporated,18.35,1.46,0,0.17,,2.62,20171201,0.47,2.79,0.1,2.76,7,3.64,7,3.88,17.09,23.83,16.13,NYSE,Aerospace,9,Aerospace - Defense Equipment,-5.07,2.96,0.91,20180508,6.24,2.27,0,12.27,17.32,5,15450.11
TDOC,"Teladoc, Inc.",,,0,-0.46,27.062,-0.5,20171201,0.61,-20.41,-22.5,-0.4,10,-0.43,11,-0.34,,,-0.87,NYSE,Medical,12,Medical Services,-25,-10,-8.4,20180514,-16.05,-38.77,0,-1.54,-1.38,10,2623.37
TDS,"Telephone and Data Systems, Inc.",45.81,6,2.27,0.03,33.25099,0.05,20171201,500,400,22.73,-0.02,2,0.1,2,0.14,53.98,51.36,0.62,NYSE,Utilities,12,Wireline - National,350,-52.94,866.57,20180504,49.52,40.15,0,-1.27,0.52,2,3139.11
TDY,Teledyne Technologies Incorporated,23.87,3.37,0,0.09,35.44699,1.97,20171201,,0,0,1.74,1,1.55,1,1.9,25.29,27.8,8,NYSE,Aerospace,12,Aerospace - Defense Equipment,13.22,21.02,35.36,20180503,0,0,0,6.15,7.55,1,6816.25
TEAM,Atlassian Corporation PLC,89.64,7.65,0,-0.07,0,0.13,20171201,0.93,0,0,0.12,9,0.08,9,0.14,124.37,141.81,0.66,NSDQ,Computer and Technology,6,Internet - Software,8.33,33.33,21.87,20180426,0,0,0,0.35,0.48,8,5932.12
TECD,Tech Data Corporation,7.8,1.08,0,0,34.00299,3.5,20180101,0,-21.28,-1.4,3.53,4,1.48,4,2.34,8.13,9.5,11.1,NSDQ,Retail-Wholesale,1,Retail - Computer Hardware,-0.85,5.26,5.85,20180607,0.88,,-65.51,9.14,10.65,3,3303.27
TECH,Bio-Techne Corp,29.87,2.61,0.87,0.14,26.648,1.02,20171201,-0.04,0.58,0.53,0.92,7,1.15,6,1.27,33.88,36.82,4.91,NSDQ,Medical,6,Medical - Biomedical and Genetics,10.87,1.12,6.6,20180501,1.27,1.54,-4.88,3.62,4.33,6,5491.44
TECK,Teck Resources Ltd,9.92,0.74,0.59,0.21,24.436,0.95,20171201,0,-8.48,-10.28,1.01,6,1.13,6,0.92,7.76,7.95,2.74,NYSE,Basic Materials,12,Mining - Miscellaneous,-6.86,-9.47,-7.22,20180424,-2.88,-2.58,44.64,3.58,3.5,5,15387.04
TEF,Telefonica SA,8.73,,3.56,0.06,63.512,0.21,20171201,0,,,0.29,1,,,,10.02,12.49,1.13,NYSE,Utilities,12,Diversified Communication Services,-27.59,,,20180509,4.79,0,,0.9,0.99,,51246.34
TEGP,"Tallgrass Energy GP, LP",14.66,,7.74,-0.2,57.123,0.13,20171201,21.88,0,0,0.26,3,0.26,2,0.28,17.03,24.99,1.29,NYSE,Oils-Energy,12,Energy and Pipeline - Master Limited Partnerships,-38.1,-25,-16.66,20180502,22.08,26.96,,0.81,1.12,2,3509.24
TEL,TE Connectivity Ltd.,17.64,1.74,1.53,0.13,25.618,1.4,20171201,0.16,0.16,0,1.25,6,1.36,8,1.35,19.02,20.57,5.93,NYSE,Computer and Technology,9,Electronics - Miscellaneous Components,12,7.76,8.98,20180425,0.39,0.38,0,4.75,5.49,6,36704.58
TELL,Magellan Petroleum Corporation,,,0,,0,-0.12,20170901,0,0,0,-0.1,3,-0.11,2,-0.09,,,-0.61,NSDQ,Oils-Energy,12,Oil and Gas - Refining and Marketing,,,,,0,0,,-1.26,-0.34,2,1710.66
TELNY,Telenor ASA,,7.48,3.25,0.1,45.97999,0.19,20171201,,,,,,,,,16.69,18.13,,OTC,Utilities,12,Diversified Communication Services,,,,20180503,0,,0,1.43,1.38,,34578.58
TEN,Tenneco Inc.,6.56,0.54,1.83,0.02,65.359,1.89,20171201,1.89,-1.05,3.32,1.67,10,1.67,6,2.1,7.29,7.8,8.31,NYSE,Auto-Tires-Trucks,12,Automotive - Original Equipment,15.24,5.03,8.59,20180507,1.32,1.78,7.27,6.7,7.48,6,2804.95
TEO,Telecom Argentina Stet - France Telecom S.A.,,1,7.84,0.12,27.46299,0.6,20170901,0,,,0.5,1,,,,12.83,14.8,,NYSE,Utilities,12,Wireline Non-US,15.38,68.75,51.88,20180316,0,,0,2.3,2.63,,6541.83
TEP,"Tallgrass Energy Partners, LP",14.28,,9.93,0.66,58.03599,0.67,20171201,-0.53,-2.56,5.17,0.66,5,0.61,5,0.61,15.64,10.32,2.72,NYSE,Oils-Energy,12,Oil and Gas - Production and Pipelines,0,0.55,-1.5,20180502,-1.54,0.81,,3.88,2.49,5,2846.74
TER,"Teradyne, Inc.",16.49,1.63,0.73,0.12,15.77799,0.46,20171201,-0.83,-0.08,2.67,0.34,7,0.42,5,0.95,19.53,21,2.98,NYSE,Computer and Technology,12,Electronics - Testing Equipment,35.29,25.58,20.33,20180425,2,0,0,2.22,2.52,5,9603.07
TERP,"TerraForm Power, Inc.",,,6.78,-0.27,57.853,-0.14,20171201,-13.79,,,-0.48,3,-0.26,3,-0.15,,,-0.27,NSDQ,Utilities,12,Utility - Electric Power,70.83,38,,20180904,-7.02,6.9,0,-1.24,-0.61,3,1660.04
TEVA,Teva Pharmaceutical Industries Ltd.,6.34,1.49,2.4,-0.73,60.59799,0.93,20171201,0,-2.1,-0.47,0.81,9,0.67,9,0.6,7.44,4.5,2.85,NYSE,Medical,12,Medical - Generic Drugs,14.81,-4.76,0.49,20180510,-0.34,-0.12,0,3.85,2.43,7,18354.63
TEX,Terex Corporation,12.02,0.95,1.03,0.03,44.485,0.33,20171201,6.77,35.95,2.13,0.27,9,0.36,10,0.88,15.43,27.92,3.23,NYSE,Industrial Products,12,Manufacturing - Construction and Mining,32,38.89,89.75,20180501,6.77,9.58,0,1.29,2.52,10,3143.61
TEZNY,Terna Rete Elettrica Nazionale SpA Unsponsored ADR,,,2.7,,,,,,,,,,,,,14.45,,,OTC,Utilities,12,Utility - Electric Power,,,,20180404,0,,,1.2,1.2,,11621.1
TFI,SPDR Nuveen Bloomberg Barclays Municipal Bond ETF,,,2.21,,,,,,,,,,,,,,,,NYSE,Finance,12,Financial - Investment Funds,,,,,,,,,,,2555.49
TFSL,TFS Financial Corporation,41.54,,4.42,0.21,68.84899,0.09,20171201,0,0,0,0.08,1,0.09,1,0.1,41.54,46.58,0.37,NSDQ,Finance,9,Financial - Savings and Loan,12.5,0,15.03,20180427,0,0,,0.31,0.37,1,4316.83
TFX,Teleflex Incorporated,23.39,1.96,0.51,0.07,47.087,2.44,20171201,0.25,-5.69,2.34,2.41,6,1.94,7,2.42,27.5,31.66,11.37,NYSE,Medical,12,Medical - Instruments,1.67,5.47,5.43,20180503,-0.13,-0.51,0,8.36,9.67,7,11979.95
TGH,Textainer Group Holdings Limited,11.51,,0,0.04,69.49099,0.26,20171201,11.21,9.52,38.18,0.19,3,0.31,3,0.38,13.75,47.07,1.68,NYSE,Transportation,12,Transportation - Equipment and Leasing,36.84,135.71,-33.53,20180503,7.67,,,0.34,1.4,2,1101.98
TGI,"Triumph Group, Inc.",10,0.89,0.59,-0.01,64.49199,0.76,20171201,-9.92,0,0,0.63,7,1.01,7,0.62,10.56,5.84,2.69,NYSE,Aerospace,3,Aerospace - Defense Equipment,11.76,-142.31,-121.96,20180523,0,0,0,3.18,2.55,3,1336.18
TGNA,TEGNA Inc.,8.1,5.94,2.23,0.14,75.137,0.32,20171201,-4.92,-10.19,12.96,0.31,6,0.32,6,0.41,7.33,10.72,1.55,NYSE,Consumer Discretionary,12,Broadcast Radio and Television,3.23,4.55,3.8,20180508,4.03,2.96,0,1.08,1.71,6,2703.66
TGP,Teekay LNG Partners L.P.,8.08,,2.96,0.08,52.609,0.35,20171201,4.21,2.08,-9.91,0.32,3,0.33,3,0.33,11.99,18.9,2.34,NYSE,Transportation,12,Transportation - Shipping,9.38,-30.3,-24.33,20180517,5.35,-4.68,,1.05,1.58,3,1504.95
TGRVF,TIAN GE INTERAC,,,0,,0,0.01,20170601,,,,,,,,,,21.5,,OTC,Computer and Technology,12,Internet - Software,,,,20180323,,,,0.04,,,1096.7
